,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,paperlessbilling,monthlycharges,totalcharges,churn,contract_One year,contract_Two year,paymentmethod_Credit card (automatic),paymentmethod_Electronic check,paymentmethod_Mailed check
6022,0,0,0,0,20,1,0,2,1,1,1,1,1,1,1,18.9,347,0,0,0,1,0,0
6023,0,1,0,0,51,1,0,2,1,1,1,1,1,1,0,19.6,967,0,0,1,1,0,0
6024,0,0,1,0,3,1,2,1,0,2,0,0,0,2,1,91.5,242,1,0,0,1,0,0
6025,0,0,0,1,41,1,0,0,0,0,0,0,0,0,0,45.2,1841,0,0,0,0,0,0
6026,0,0,0,0,13,1,0,2,1,1,1,1,1,1,0,19.45,232,0,0,0,1,0,0
6027,1,0,1,1,35,1,2,2,1,1,1,1,1,1,0,25.45,809,0,0,1,0,0,0
6028,1,0,1,0,12,1,0,1,2,0,0,2,0,0,0,80.85,866,1,0,0,0,0,0
6029,1,0,0,0,4,1,0,1,2,2,0,2,0,2,1,94.9,360,0,0,0,0,0,1
6030,0,0,0,0,43,0,1,0,0,0,2,0,2,2,1,49.05,2076,1,0,0,0,0,0
6031,0,1,1,1,12,0,1,0,0,0,0,2,0,0,1,29.3,355,0,0,0,0,0,1
6032,1,1,1,0,68,1,2,1,0,2,2,0,2,2,1,105.3,7299,1,0,0,0,1,0
6033,1,1,0,0,25,1,2,1,0,2,0,0,2,0,1,88.95,2291,1,0,0,0,1,0
6034,0,0,0,0,7,1,0,2,1,1,1,1,1,1,0,20.25,129,0,1,0,0,0,1
6035,1,1,1,0,66,1,2,1,0,2,2,2,2,2,1,110.85,7491,1,1,0,0,1,0
6036,0,0,1,0,53,1,0,1,2,2,2,2,2,2,0,110.5,5835,0,1,0,0,1,0
6037,1,1,0,0,63,1,2,1,2,2,2,0,2,2,1,109.4,7031,0,0,0,0,0,0
6038,0,0,1,1,70,1,2,1,2,2,2,2,2,2,1,114.2,7723,1,0,1,0,0,0
6039,1,1,1,0,27,0,1,0,0,0,0,0,0,2,0,36.5,1032,1,0,0,0,0,0
6040,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,70.75,70,1,0,0,0,0,1
6041,0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,19.95,109,0,0,0,0,0,1
6042,0,1,1,0,37,1,0,2,1,1,1,1,1,1,0,19.6,727,0,1,0,0,0,1
6043,1,0,0,0,3,0,1,0,0,0,2,0,2,0,1,40.15,130,1,0,0,0,0,1
6044,0,0,0,1,12,1,2,1,0,0,0,0,0,0,1,76.6,893,0,0,0,0,1,0
6045,0,0,1,1,38,1,0,2,1,1,1,1,1,1,0,19.6,763,0,1,0,1,0,0
6046,0,0,0,0,9,1,0,1,0,0,2,0,0,2,1,85.3,781,0,0,0,1,0,0
6047,1,0,1,0,13,1,2,0,2,0,0,0,0,2,1,65.85,902,0,0,0,0,1,0
6048,1,1,1,0,29,1,2,1,0,0,0,0,2,2,1,94.45,2653,1,0,0,0,1,0
6049,0,0,1,1,47,1,0,2,1,1,1,1,1,1,0,20.05,1016,0,0,1,1,0,0
6050,1,0,1,0,61,1,2,1,2,0,2,2,2,0,0,99.4,5943,0,0,0,0,0,0
6051,1,0,0,0,16,1,0,2,1,1,1,1,1,1,0,20.0,275,0,0,0,0,0,1
6052,0,0,1,1,41,1,0,0,2,2,0,2,2,2,0,78.45,3126,0,0,1,0,1,0
6053,0,0,0,1,43,1,2,2,1,1,1,1,1,1,1,25.1,1070,0,0,1,0,1,0
6054,0,0,1,1,36,1,2,1,0,2,2,0,2,0,1,97.35,3457,1,0,0,0,0,0
6055,0,0,0,0,6,1,0,0,0,0,0,0,0,2,1,55.0,340,0,0,0,0,1,0
6056,0,0,0,0,58,1,2,0,2,2,2,2,0,0,1,71.1,4299,0,1,0,1,0,0
6057,1,0,0,0,19,1,0,0,0,0,0,2,2,0,1,61.55,1093,0,0,0,1,0,0
6058,1,0,1,0,11,1,0,0,0,0,0,0,0,0,1,45.9,521,0,0,0,0,0,0
6059,0,0,0,0,39,0,1,0,2,2,0,2,0,0,1,40.3,1630,0,1,0,0,0,0
6060,0,1,0,0,8,1,0,1,0,2,0,0,2,0,1,87.1,713,0,0,0,0,1,0
6061,0,0,0,1,26,1,2,0,0,0,0,0,0,0,1,49.5,1265,0,0,0,0,0,1
6062,0,1,0,0,53,1,0,1,0,2,0,0,0,0,1,73.8,4003,0,0,0,1,0,0
6063,0,0,1,1,70,1,0,2,1,1,1,1,1,1,1,19.2,1401,0,0,1,0,0,1
6064,1,0,0,0,1,0,1,0,0,0,0,0,2,2,1,45.3,45,1,0,0,0,0,1
6065,1,0,0,0,59,1,2,2,1,1,1,1,1,1,0,25.0,1510,0,0,1,0,0,1
6066,1,0,0,0,2,1,0,1,0,0,2,0,2,2,0,94.95,178,1,0,0,0,1,0
6067,1,0,0,0,7,0,1,0,2,0,2,0,0,0,0,35.3,264,0,1,0,0,0,1
6068,0,0,0,1,12,1,0,0,0,0,0,0,0,0,1,44.55,480,1,0,0,0,1,0
6069,1,0,1,1,59,1,0,0,0,2,2,2,2,2,0,76.75,4541,0,1,0,1,0,0
6070,1,0,1,1,61,1,2,0,0,0,2,2,2,2,1,81.0,4976,0,0,1,0,0,0
6071,1,0,1,1,72,1,2,1,2,0,2,0,2,2,1,105.55,7542,0,0,1,0,0,0
6072,0,0,1,1,13,1,0,2,1,1,1,1,1,1,0,18.8,251,0,0,0,0,0,1
6073,0,0,1,1,64,1,2,2,1,1,1,1,1,1,0,24.9,1595,0,1,0,0,0,1
6074,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,23.45,23,1,0,0,0,1,0
6075,0,0,0,0,10,1,0,0,0,2,0,2,0,2,0,64.9,685,0,1,0,0,0,1
6076,0,0,1,1,65,1,0,0,2,2,2,0,0,0,0,61.35,3874,0,1,0,0,0,0
6077,0,0,1,0,62,1,2,1,2,2,2,2,2,2,0,113.95,6891,0,0,1,0,0,1
6078,0,0,1,0,55,1,2,0,2,2,2,2,2,2,1,90.15,4916,0,1,0,0,1,0
6079,0,0,1,0,25,1,2,0,0,2,0,0,0,0,0,54.1,1373,0,0,0,0,1,0
6080,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,29.7,29,1,0,0,0,0,1
6081,1,0,0,0,1,1,0,0,2,0,0,0,0,0,1,49.8,49,0,0,0,1,0,0
6082,0,0,1,0,59,1,2,1,0,2,0,0,2,2,0,101.1,6039,1,0,0,0,1,0
6083,1,1,1,1,64,1,2,2,1,1,1,1,1,1,1,24.4,1548,0,0,1,0,0,0
6084,1,0,1,0,36,1,2,1,0,0,0,0,2,2,1,95.0,3440,0,0,0,0,0,0
6085,0,0,0,0,3,1,2,0,0,0,0,0,0,0,1,50.65,151,1,0,0,0,0,1
6086,1,0,1,0,61,1,2,0,2,0,2,0,0,2,1,69.9,4226,0,0,1,0,0,1
6087,1,0,0,1,26,0,1,0,0,2,0,0,2,0,1,39.95,1023,0,1,0,0,0,0
6088,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,55.4,55,1,0,0,0,1,0
6089,0,1,1,0,1,1,2,1,0,2,0,0,2,0,1,90.6,90,1,0,0,0,1,0
6090,1,0,1,1,68,1,0,1,2,2,2,0,2,2,1,103.25,7074,0,0,1,1,0,0
6091,1,1,1,0,2,1,2,1,0,0,0,0,2,0,1,86.85,156,1,0,0,0,0,1
6092,0,0,1,0,72,1,2,1,2,2,2,2,0,0,1,94.25,6849,0,0,1,0,0,0
6093,0,0,1,0,71,0,1,0,0,0,2,2,0,2,1,47.05,3263,0,0,1,0,1,0
6094,1,0,0,0,57,1,0,2,1,1,1,1,1,1,0,20.55,1252,0,0,1,1,0,0
6095,1,0,0,0,4,1,0,2,1,1,1,1,1,1,1,19.65,67,0,0,0,0,0,1
6096,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,70.2,70,0,0,0,0,1,0
6097,1,0,1,1,72,1,2,0,2,2,2,2,0,2,0,81.0,5750,0,0,1,1,0,0
6098,1,0,1,1,21,1,2,0,2,0,0,0,2,2,1,75.9,1549,0,1,0,0,0,0
6099,0,0,1,1,71,1,2,2,1,1,1,1,1,1,0,24.7,1810,0,0,1,0,0,0
6100,0,1,1,0,29,1,2,1,0,0,2,0,2,2,1,99.05,2952,1,0,0,0,0,0
6101,0,1,0,0,69,1,2,1,2,0,2,2,2,2,0,110.25,7467,0,0,1,1,0,0
6102,0,0,1,0,64,1,2,0,2,0,2,2,2,2,1,85.0,5484,0,0,1,1,0,0
6103,1,0,0,0,16,1,0,2,1,1,1,1,1,1,0,19.75,294,0,0,0,1,0,0
6104,0,0,0,0,4,1,2,2,1,1,1,1,1,1,0,23.9,97,0,1,0,0,1,0
6105,0,0,0,0,52,1,2,1,2,2,0,2,2,2,1,111.25,5916,1,1,0,1,0,0
6106,1,0,0,0,2,1,0,0,2,0,2,0,0,0,1,55.1,113,1,0,0,0,0,1
6107,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,19.95,19,0,0,0,0,0,1
6108,1,0,0,0,18,0,1,0,0,0,0,0,0,0,0,25.15,476,0,0,0,0,0,1
6109,0,0,0,0,2,1,2,0,0,2,0,0,0,0,0,54.15,101,0,0,0,0,0,1
6110,0,0,1,0,19,1,0,0,0,2,0,0,0,2,1,59.8,1130,0,0,0,0,0,1
6111,0,0,0,0,40,1,2,1,0,0,0,0,0,2,0,83.85,3532,0,0,0,0,0,0
6112,0,1,1,1,66,1,2,1,0,2,2,0,2,2,1,104.9,6891,0,1,0,0,1,0
6113,1,0,0,0,21,1,2,1,0,0,0,0,0,0,0,75.3,1570,0,0,0,0,0,1
6114,1,0,0,0,8,1,0,0,0,2,0,2,2,0,1,66.65,520,0,0,0,0,1,0
6115,0,0,1,1,72,1,0,1,2,2,2,2,2,2,1,109.5,7854,0,0,1,1,0,0
6116,0,0,0,0,48,1,2,0,0,2,2,2,2,0,1,73.85,3581,0,1,0,0,0,0
6117,1,0,0,0,69,1,0,2,1,1,1,1,1,1,1,19.3,1447,0,0,1,0,0,0
6118,1,0,0,0,72,1,2,1,2,2,2,2,2,2,1,118.2,8547,0,0,1,0,1,0
6119,0,0,0,0,14,1,0,0,0,2,0,0,0,0,0,51.45,727,0,1,0,1,0,0
6120,1,0,0,0,6,1,0,0,0,2,0,0,2,0,0,59.45,357,0,0,0,0,1,0
6121,0,0,1,1,8,1,0,2,1,1,1,1,1,1,0,19.5,159,0,0,1,0,0,0
6122,0,0,0,0,17,1,0,2,1,1,1,1,1,1,0,19.55,280,0,1,0,0,0,1
6123,1,0,0,0,65,1,2,1,2,0,0,2,0,2,0,93.55,6069,0,1,0,0,1,0
6124,0,0,1,1,57,1,0,0,2,0,2,2,0,0,1,59.3,3274,0,1,0,0,0,1
6125,1,0,1,0,13,1,2,1,0,0,2,0,2,2,1,102.25,1359,1,0,0,1,0,0
6126,1,1,0,0,19,1,0,1,0,0,2,0,2,2,1,95.9,1777,1,0,0,1,0,0
6127,0,0,1,0,56,1,2,1,2,2,2,0,2,2,0,109.8,6109,0,1,0,0,0,0
6128,0,0,1,0,14,1,0,1,0,0,0,0,0,2,1,78.1,1122,0,0,0,0,1,0
6129,1,0,1,0,52,0,1,0,2,0,0,0,0,2,1,39.9,2020,0,0,0,0,1,0
6130,0,0,0,0,58,1,0,0,2,2,2,2,0,0,1,64.9,3795,0,0,1,1,0,0
6131,0,1,0,0,47,1,2,1,0,2,0,2,2,0,1,95.05,4504,1,0,0,0,1,0
6132,0,0,0,0,67,0,1,0,0,0,2,2,2,2,1,53.4,3579,0,0,0,1,0,0
6133,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,24.9,49,0,0,0,1,0,0
6134,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,44.7,276,0,0,0,1,0,0
6135,1,0,1,1,71,1,2,1,2,2,2,2,2,2,1,114.0,8175,0,0,1,0,0,0
6136,0,0,1,1,46,1,0,2,1,1,1,1,1,1,0,20.25,890,0,0,1,0,0,0
6137,0,0,0,0,5,1,0,0,2,0,0,2,0,0,0,53.85,259,1,0,0,1,0,0
6138,1,1,1,0,67,1,2,1,2,2,0,0,0,0,0,83.85,5588,0,0,0,0,0,0
6139,1,0,0,1,3,1,0,2,1,1,1,1,1,1,0,20.2,50,0,0,0,0,0,0
6140,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,19.95,58,0,0,0,0,0,1
6141,1,1,1,0,52,1,2,1,2,0,2,0,2,2,1,104.2,5568,1,0,0,0,1,0
6142,0,0,1,0,42,1,2,0,0,0,0,0,0,0,1,50.25,2203,1,0,0,0,1,0
6143,1,0,1,1,50,1,0,2,1,1,1,1,1,1,1,20.35,938,0,1,0,0,0,1
6144,1,1,1,0,23,1,0,1,2,2,0,0,0,2,1,90.0,2024,0,0,0,0,1,0
6145,0,0,1,1,67,0,1,0,2,2,2,2,2,0,0,54.2,3623,0,0,1,1,0,0
6146,0,0,0,0,25,1,0,1,0,2,2,0,2,2,1,99.5,2369,1,0,0,0,1,0
6147,0,1,1,0,39,1,0,1,2,2,0,0,2,2,0,99.1,3877,0,1,0,0,0,1
6148,0,0,0,0,69,1,2,0,2,2,0,2,0,0,1,66.9,4577,0,0,1,0,0,1
6149,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,25.85,25,0,1,0,0,0,1
6150,1,0,0,0,32,1,0,1,0,0,0,0,2,2,0,91.05,2871,0,0,0,0,1,0
6151,0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,71.0,672,1,0,0,0,1,0
6152,0,0,0,0,16,1,0,1,0,2,2,0,0,2,1,93.2,1573,1,0,0,1,0,0
6153,1,0,1,1,60,1,0,2,1,1,1,1,1,1,1,20.95,1270,0,0,1,0,0,0
6154,0,0,1,1,72,1,2,1,0,2,2,2,2,2,1,109.2,7711,0,0,1,0,0,0
6155,1,0,1,0,5,1,0,2,1,1,1,1,1,1,0,19.35,126,1,0,0,0,0,1
6156,0,1,0,0,26,1,0,1,2,0,0,0,2,0,1,85.8,2193,0,0,0,1,0,0
6157,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,19.85,64,1,0,0,0,0,1
6158,1,0,0,0,2,1,0,2,1,1,1,1,1,1,1,19.65,31,0,0,0,0,1,0
6159,0,0,0,1,2,1,0,2,1,1,1,1,1,1,0,20.5,38,0,1,0,0,0,0
6160,0,0,0,0,36,1,2,0,2,0,2,2,2,2,1,89.65,3348,0,1,0,1,0,0
6161,1,0,0,0,7,1,0,1,2,0,0,0,0,0,0,74.35,533,0,0,0,0,0,1
6162,0,1,1,0,60,0,1,0,0,2,0,0,2,2,1,49.45,2907,0,0,1,1,0,0
6163,0,0,1,0,19,1,2,1,0,2,0,0,0,2,1,89.1,1620,0,0,0,0,1,0
6164,1,1,1,0,45,1,2,0,2,0,2,2,0,2,0,75.15,3480,0,0,1,1,0,0
6165,1,1,0,0,4,1,0,1,0,0,0,0,0,0,1,70.65,293,0,0,0,0,1,0
6166,0,0,1,1,31,1,2,1,0,0,2,2,2,2,1,104.2,3243,1,0,0,0,1,0
6167,1,0,1,1,47,1,0,1,2,0,2,0,0,2,0,90.05,4137,0,0,0,0,1,0
6168,1,0,0,0,1,1,0,1,0,0,0,0,0,2,1,79.25,79,1,0,0,0,1,0
6169,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,44.9,44,1,0,0,0,0,0
6170,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,19.4,19,0,0,0,1,0,0
6171,0,1,1,1,59,1,2,1,0,0,2,0,0,2,1,88.75,5348,0,0,0,1,0,0
6172,1,0,1,0,10,1,0,1,0,0,0,0,0,0,1,70.1,659,1,0,0,0,1,0
6173,1,1,0,0,35,1,2,1,2,0,0,0,0,2,0,91.0,3180,0,0,0,1,0,0
6174,1,0,0,0,4,0,1,0,0,0,2,0,0,0,1,29.65,118,1,0,0,0,1,0
6175,1,0,1,1,32,1,0,1,2,2,0,0,0,2,1,90.8,3023,0,1,0,0,1,0
6176,1,0,0,0,43,1,2,1,0,2,0,0,0,0,1,77.85,3365,1,0,0,0,1,0
6177,1,0,0,0,4,1,0,0,0,0,0,0,0,2,0,54.3,195,1,0,0,0,1,0
6178,0,1,1,0,54,1,0,2,1,1,1,1,1,1,1,18.95,1031,0,0,1,0,0,1
6179,0,1,0,0,11,1,2,1,0,0,0,0,2,2,1,95.15,997,1,0,0,0,0,0
6180,0,1,0,0,66,1,2,1,2,0,0,0,2,2,1,102.4,6471,0,0,1,0,0,0
6181,1,0,1,1,61,1,2,1,0,0,2,0,2,2,1,99.9,6241,0,1,0,0,1,0
6182,1,0,1,1,72,1,2,0,2,2,2,2,2,2,0,88.7,6501,0,0,1,1,0,0
6183,1,0,1,1,44,0,1,0,0,0,2,2,2,2,1,54.3,2317,0,1,0,0,1,0
6184,1,0,0,0,41,1,2,0,0,0,2,0,0,0,1,55.7,2237,0,0,0,0,0,0
6185,1,0,1,0,50,1,2,1,2,0,2,0,2,2,1,103.95,5231,0,1,0,0,1,0
6186,1,0,1,0,47,1,2,1,2,0,2,2,2,2,1,110.85,5275,1,1,0,1,0,0
6187,1,0,1,1,8,1,0,2,1,1,1,1,1,1,0,20.15,165,0,0,1,0,0,1
6188,1,0,0,0,18,1,0,2,1,1,1,1,1,1,0,20.05,358,0,0,0,0,0,1
6189,1,0,1,1,72,1,2,0,2,2,2,2,2,2,1,91.95,6614,0,0,1,1,0,0
6190,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,80.5,80,1,0,0,0,1,0
6191,0,1,0,0,42,1,2,0,0,0,2,0,0,0,0,55.65,2421,0,0,0,0,1,0
6192,0,1,0,0,18,1,0,1,0,2,0,0,0,0,1,74.7,1294,0,0,0,0,1,0
6193,0,0,0,1,13,1,2,1,0,2,2,0,2,2,1,104.15,1299,0,1,0,1,0,0
6194,0,0,1,1,68,1,2,1,0,2,0,2,0,0,1,83.65,5733,0,1,0,0,0,0
6195,1,0,0,0,4,1,2,1,0,0,0,0,0,0,1,72.2,305,1,0,0,0,0,0
6196,1,0,0,0,69,1,2,1,2,2,2,0,2,2,1,110.05,7430,0,0,1,1,0,0
6197,1,0,0,0,17,1,0,0,0,0,0,2,0,0,0,51.5,900,1,0,0,0,0,1
6198,1,0,1,1,25,1,2,2,1,1,1,1,1,1,0,25.5,630,0,0,1,1,0,0
6199,1,1,0,0,43,1,0,1,0,0,0,0,2,2,1,89.55,3856,1,0,0,0,0,1
6200,0,0,1,1,59,1,0,2,1,1,1,1,1,1,0,19.5,1222,0,0,1,1,0,0
6201,0,1,0,0,5,1,0,1,2,2,0,0,0,0,0,80.7,374,0,0,0,0,1,0
6202,1,0,1,1,21,1,2,0,2,2,0,2,2,0,0,77.5,1625,1,1,0,0,0,1
6203,0,0,1,1,69,1,2,1,2,2,2,2,2,0,1,105.1,7234,0,1,0,1,0,0
6204,1,0,0,0,13,0,1,0,0,0,0,0,0,0,1,25.15,331,0,0,0,0,0,0
6205,1,0,1,0,42,1,2,1,0,2,2,0,2,0,1,95.25,3959,1,0,0,0,0,0
6206,1,0,1,0,52,1,2,1,0,2,0,2,0,2,1,95.65,5088,0,0,0,1,0,0
6207,1,1,0,0,46,1,0,1,2,0,0,0,0,2,0,85.0,3969,1,0,0,0,1,0
6208,1,0,1,0,61,1,2,0,2,2,2,2,0,2,1,80.8,4860,0,0,1,0,0,0
6209,1,0,0,0,29,0,1,0,0,0,0,0,0,0,1,24.85,788,0,1,0,0,0,1
6210,0,0,0,1,25,1,0,0,0,2,0,2,0,0,1,54.75,1266,0,1,0,1,0,0
6211,0,0,1,1,5,1,0,1,0,0,0,2,2,0,1,85.75,470,1,0,0,0,1,0
6212,1,0,0,0,15,0,1,0,0,0,2,0,2,2,0,50.75,688,0,1,0,0,1,0
6213,0,0,1,1,19,1,0,2,1,1,1,1,1,1,0,20.15,387,0,0,1,0,0,1
6214,1,0,0,0,44,1,0,2,1,1,1,1,1,1,0,20.05,845,0,0,1,0,0,1
6215,0,1,0,0,6,1,2,1,0,2,0,0,2,2,1,98.25,560,1,0,0,0,1,0
6216,1,0,1,1,58,1,2,0,2,2,2,2,0,0,0,71.6,4230,0,0,1,1,0,0
6217,1,0,1,1,62,1,0,1,2,2,0,0,0,0,1,81.45,4983,0,1,0,1,0,0
6218,0,0,1,1,70,0,1,0,0,2,2,2,2,2,1,58.4,4113,0,1,0,0,0,0
6219,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,25.7,25,1,0,0,0,0,1
6220,1,0,1,1,10,0,1,0,2,2,2,2,0,2,0,53.7,521,0,0,1,1,0,0
6221,1,0,0,0,26,1,0,2,1,1,1,1,1,1,1,19.6,471,0,1,0,0,0,0
6222,1,0,0,0,66,1,2,1,0,2,0,0,0,2,0,89.4,5976,0,0,0,1,0,0
6223,0,0,1,1,7,1,0,1,0,0,0,0,0,0,1,69.0,506,1,0,0,0,1,0
6224,1,0,1,1,51,1,2,1,0,2,0,2,0,0,0,84.2,4299,0,1,0,0,0,0
6225,1,0,1,1,72,1,2,1,2,2,2,2,2,0,1,106.1,7548,0,0,1,1,0,0
6226,1,0,0,0,65,1,2,2,1,1,1,1,1,1,0,25.75,1654,0,0,1,0,0,1
6227,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,46.05,80,1,0,0,0,0,0
6228,1,0,0,1,70,1,2,0,2,2,0,2,0,0,0,64.95,4551,0,1,0,0,0,0
6229,1,0,1,0,72,1,2,0,0,2,2,2,2,2,1,85.45,6227,0,0,1,1,0,0
6230,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,20.05,20,0,0,0,0,0,1
6231,0,1,1,0,1,1,0,1,0,2,0,0,0,0,1,76.4,76,1,0,0,0,0,1
6232,0,0,0,0,5,1,2,1,0,0,2,0,2,2,1,100.5,514,1,0,0,0,1,0
6233,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,20.7,57,0,0,0,0,0,1
6234,1,0,0,0,58,1,2,2,1,1,1,1,1,1,1,25.3,1474,0,0,1,1,0,0
6235,1,1,1,1,22,0,1,0,2,0,0,0,0,2,0,40.05,880,1,0,0,0,0,1
6236,1,1,1,0,33,1,2,1,0,2,0,0,2,2,1,100.6,3270,0,0,0,0,0,0
6237,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,69.95,69,1,0,0,0,1,0
6238,1,1,1,0,54,1,2,1,0,0,0,0,0,0,0,74.0,3919,0,0,0,0,0,0
6239,1,0,1,0,72,1,2,1,0,2,0,0,2,2,1,99.4,7285,0,0,1,0,1,0
6240,1,0,0,1,1,1,2,1,0,0,0,0,2,2,1,93.3,93,1,0,0,0,1,0
6241,1,0,0,0,3,1,0,0,0,0,2,0,0,0,1,49.15,169,1,0,0,0,1,0
6242,0,0,1,1,72,1,2,1,2,2,2,2,0,2,0,107.45,7658,0,0,1,1,0,0
6243,0,0,1,1,72,1,2,0,2,2,2,0,2,2,1,83.6,5959,0,0,1,1,0,0
6244,1,1,1,0,54,1,2,1,0,0,2,0,2,2,1,99.05,5295,0,0,0,1,0,0
6245,0,0,1,0,59,1,2,0,0,2,0,2,2,2,1,80.1,4693,0,1,0,0,1,0
6246,1,0,0,0,54,1,0,0,2,2,0,0,2,0,1,65.3,3512,0,0,1,0,0,0
6247,1,0,0,0,60,1,2,1,0,0,2,0,2,0,1,89.55,5231,0,0,1,0,1,0
6248,0,0,1,0,60,0,1,0,0,2,2,2,2,2,0,60.8,3603,0,0,1,1,0,0
6249,1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,74.5,217,0,0,0,0,1,0
6250,0,0,1,0,69,1,2,1,2,0,0,0,2,2,0,99.15,6875,0,0,1,0,0,0
6251,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,19.25,19,0,0,0,0,1,0
6252,1,0,1,1,50,0,1,0,2,0,0,0,2,0,1,39.45,2021,0,0,0,1,0,0
6253,0,0,0,0,56,0,1,0,0,0,0,0,2,2,1,44.85,2564,0,0,0,1,0,0
6254,0,0,1,0,60,1,0,1,2,0,0,2,2,2,1,97.2,5611,0,0,1,0,1,0
6255,1,1,1,0,69,1,2,1,2,0,2,2,2,2,1,110.55,7610,0,1,0,0,0,1
6256,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,35.05,35,1,0,0,0,0,1
6257,0,1,0,0,1,1,0,1,0,2,0,0,0,0,1,73.0,73,1,0,0,0,1,0
6258,0,0,1,0,3,1,0,2,1,1,1,1,1,1,1,19.9,45,0,0,0,0,0,1
6259,1,0,1,1,60,1,0,0,0,2,0,2,2,2,0,76.95,4543,0,0,1,0,0,0
6260,0,0,0,0,13,0,1,0,0,0,2,2,0,0,0,35.4,450,0,0,1,0,0,1
6261,1,0,1,1,62,1,0,2,1,1,1,1,1,1,0,20.45,1297,0,0,1,0,0,0
6262,0,0,0,0,45,1,2,1,2,2,0,0,0,2,0,96.75,4442,0,1,0,0,0,0
6263,0,0,0,0,25,0,1,0,0,0,2,2,2,2,0,54.2,1423,0,1,0,0,1,0
6264,1,0,0,0,44,1,0,1,0,0,2,2,2,2,0,100.1,4378,0,0,1,0,0,0
6265,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,45.25,74,0,0,0,0,0,1
6266,1,1,0,0,33,1,2,1,0,2,2,0,0,0,1,83.85,2716,1,0,0,1,0,0
6268,0,0,0,0,22,1,0,2,1,1,1,1,1,1,0,20.85,450,0,1,0,0,0,0
6269,0,0,0,0,35,0,1,0,0,0,2,2,0,0,1,33.45,1175,0,0,0,0,0,1
6270,0,0,1,1,29,1,0,2,1,1,1,1,1,1,0,20.2,558,0,0,1,0,0,1
6271,1,1,1,0,27,1,2,1,2,0,2,0,0,0,1,85.9,2220,0,1,0,0,1,0
6272,1,0,0,1,54,1,0,0,0,2,2,2,0,0,1,61.0,3283,0,1,0,0,1,0
6273,0,1,0,0,2,1,0,1,0,0,0,0,0,0,1,70.65,142,1,0,0,0,1,0
6274,1,0,0,0,57,1,2,1,0,0,0,0,2,0,1,86.9,4939,0,1,0,0,1,0
6275,1,0,0,0,62,1,2,0,2,2,2,2,0,0,0,69.4,4237,0,0,1,0,0,0
6276,0,0,1,1,15,1,0,2,1,1,1,1,1,1,0,20.35,335,0,1,0,1,0,0
6277,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,20.35,33,1,0,0,0,0,1
6278,0,0,1,0,70,1,2,1,0,0,2,2,2,2,1,104.3,7188,0,0,1,0,0,0
6279,0,0,1,1,21,1,0,0,0,0,0,0,0,0,1,44.95,926,0,0,0,0,1,0
6280,0,0,0,1,23,1,0,0,0,0,0,2,0,0,1,49.45,1119,0,1,0,0,1,0
6281,1,0,0,0,6,1,0,2,1,1,1,1,1,1,0,20.6,116,0,1,0,0,0,1
6282,1,0,1,1,4,1,0,2,1,1,1,1,1,1,0,19.55,68,0,0,1,1,0,0
6283,0,0,0,0,3,1,0,1,2,0,2,0,2,2,1,99.0,287,1,0,0,1,0,0
6284,0,0,0,0,23,1,2,1,0,0,0,0,2,2,1,93.5,2341,0,0,0,0,1,0
6285,1,0,0,0,26,0,1,0,2,0,0,2,2,2,0,54.55,1362,0,1,0,1,0,0
6286,0,0,0,1,8,1,0,2,1,1,1,1,1,1,0,20.05,163,0,0,0,0,0,1
6287,1,0,0,0,26,1,2,1,0,0,0,0,0,2,1,83.95,2254,1,0,0,0,1,0
6288,1,0,0,0,2,1,2,1,0,2,0,0,0,0,1,79.45,145,0,0,0,0,1,0
6289,1,0,0,0,67,1,2,1,2,2,2,2,2,2,0,116.2,7752,1,0,1,1,0,0
6290,0,0,1,0,71,1,2,1,0,0,0,0,2,2,1,93.7,6585,1,0,1,0,0,0
